benchmark_id,strategy,query,difficulty,retrieval_challenge,precision_at_k,recall_at_k,hit,reciprocal_rank,map_at_k,r_precision,ndcg_at_k,latency_ms,predicted_intent,expected_intent,intent_correct,predicted_category,expected_category,category_correct,relevant_note_ids,retrieved_note_ids,error
78_tp_219ffa,rerank,Transport and accommodation I need to arrange,medium,lexical_gap,0.4,0.25,True,0.3333,0.1042,0.25,0.3156,145.69,general,todo,False,General,Travel,False,"78,81,115,126,128,130,160,171","577,538,115,128,407,606,535,190",
103_tp_7520ad,rerank,Redis vs PostgreSQL — when to use each for persistence?,hard,comparison,0.4,0.2857,True,1.0,0.2857,0.2857,0.5531,146.93,question,study,False,,Study - System Design,,"103,104,73,74,58,92,61","73,61,269,724,824,924,1024,643",
72_tp_807260,rerank,Docker vs Kubernetes — what is the difference?,hard,comparison,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,140.89,question,study,False,,Study - System Design,,"118,62,383","118,712,812,912,1012,105,62,383",
65_tp_205f1c,rerank,How do I decide between hybrid retrieval and cross-encoder reranking?,hard,multi_hop,0.4,0.4,True,1.0,0.4,0.4,0.5531,139.54,question,study,False,,Study - AI,,"67,176,119,88,123","67,123,676,776,876,976,1076,119",
89_tp_0f29db,rerank,What have I documented about retrieval quality in KnowledgeVault?,hard,multi_hop,0.4,0.2857,True,1.0,0.2381,0.4286,0.5087,369.84,question,reference,False,,Reference - KnowledgeVault,,"89,485,487,402,595,88,90","90,310,88,555,86,89,96,251",
58_tp_32b5cf,rerank,All my university and course study notes,easy,synthesis,0.0,0.0,False,0.0,0.0,0.0,0.0,130.16,study,study,True,,Study Tasks,,"58,61,62,66,69,122,130,131","444,290,583,699,799,899,999,1099",
85_tp_f46697,rerank,All my brainstorming and ideation notes,easy,synthesis,0.2,0.125,True,1.0,0.125,0.125,0.3392,151.07,idea,idea,True,Ideas - AI Summarization,Ideas,True,"85,86,117,143,157,178,225,240","85,459,87,416,617,525,444,568",
72_tp_32bacd,rerank,My technical reference cheat sheets,easy,synthesis,0.2,0.1667,True,0.5,0.0833,0.1667,0.214,131.38,reference,reference,True,,Reference Notes,,"72,73,74,75,122,135","309,74,485,110,235,547,360,69",
54_tp_b42b02,rerank,All my communication and message drafts,easy,synthesis,0.4,0.3333,True,0.5,0.1944,0.3333,0.3836,129.4,communication,communication,True,,Communication,,"54,56,57,106,132,141","371,141,56,582,290,382,423,415",
76_tp_c52e4b,rerank,Errands I need to run today,medium,lexical_gap,0.2,0.125,True,1.0,0.125,0.125,0.3392,146.31,general,todo,False,General,To Do,False,"76,164,190,202,286,309,322,475","475,79,375,735,835,935,1035,77",
76_tp_c74a5f,rerank,Things I need to pick up from the store,easy,lexical_gap,0.6,0.375,True,1.0,0.375,0.375,0.7227,150.07,general,todo,False,General,Shopping,False,"76,164,190,202,286,309,322,475","76,322,475,393,589,659,759,859",
173_tp_f41c30,rerank,Physical training and exercise plan,easy,lexical_gap,0.4,0.25,True,0.5,0.1125,0.5,0.3452,144.92,general,todo,False,General,Health,False,"173,202,291,317,380,621,631,680","83,631,481,437,621,107,317,380",
173_tp_7bafaa,rerank,How am I planning to stay healthy?,medium,semantic,0.0,0.0,False,0.1667,0.0,0.25,0.0,134.75,question,question,True,,Questions,,"173,202,291,317,380,621,631,680","83,212,79,84,286,380,680,780",
82_tp_86df0e,rerank,How much am I spending per month?,medium,semantic,0.8,0.5,True,1.0,0.5,0.5,0.8688,131.07,question,question,True,,Questions,,"82,210,216,281,331,345,407,535","216,82,331,281,490,434,341,77",
82_tp_3665b0,rerank,Personal finance tracking notes,easy,semantic,0.4,0.25,True,0.5,0.1458,0.25,0.3836,128.9,reference,reference,True,,Finance,,"82,210,216,281,331,345,407,535","87,82,216,285,393,637,733,833",
246_tp_6ef122,rerank,BRPOPLPUSH reliable queue implementation,hard,exact_phrase,0.6,0.375,True,1.0,0.375,0.625,0.7227,147.73,general,reference,False,General,Reference - Redis,False,"246,433,643,673,684,705,773,784","643,673,773,873,973,1073,246,684",
229_tp_454ff2,rerank,ACID properties of databases,easy,exact_phrase,1.0,0.8333,True,1.0,0.8333,1.0,1.0,149.12,general,study,False,General,Study - DBMS,False,"229,690,790,890,990,1090","229,690,790,890,990,1090,321,707",
518_tp_930ea0,rerank,RRF score combination for hybrid search,hard,exact_phrase,1.0,1.0,True,1.0,1.0,1.0,1.0,154.76,general,study,False,General,Study - AI,False,"518,718,818,918,1018","518,718,818,918,1018,252,696,796",
215_tp_55df73,rerank,HNSW approximate nearest neighbor algorithm,hard,exact_phrase,1.0,0.7143,True,1.0,0.7143,1.0,1.0,153.13,general,study,False,General,Study - AI,False,"215,430,681,781,881,981,1081","215,681,781,881,981,1081,430,536",
76_tp_5c724a,rerank,What do I need to buy this weekend?,easy,semantic,0.4,0.25,True,0.25,0.0813,0.375,0.2773,168.49,todo,todo,True,Tasks,Shopping,True,"76,164,190,202,309,322,393,475","77,110,554,76,322,393,286,115",
55_tp_3ff20c,rerank,All my pending reminders and follow-ups,easy,semantic,0.2,0.1667,True,0.3333,0.0556,0.1667,0.1696,141.49,reminder,reminder,True,Reminders,Reminders,True,"55,152,212,312,542,557","79,191,312,392,372,620,382,475",
55_tp_05e927,rerank,What have I told myself not to forget?,medium,lexical_gap,0.2,0.1667,True,1.0,0.1667,0.1667,0.3392,133.82,question,reminder,False,,Reminders,,"55,152,212,312,542,557","212,647,475,290,505,380,680,780",
117_tp_44e6df,rerank,LeetCode patterns and problem-solving techniques,medium,lexical,0.6,0.375,True,1.0,0.3021,0.5,0.6548,155.22,general,study,False,General,Study - Interview Prep,False,"117,127,187,224,271,279,282,316","224,611,316,187,546,117,399,387",
117_tp_7bf7d7,rerank,How do I approach dynamic programming questions?,hard,semantic,0.2,0.125,True,0.3333,0.0417,0.125,0.1696,133.02,question,question,True,,Questions,,"117,127,187,224,271,279,282,316","562,459,117,352,302,398,70,227",
70_tp_39b780,rerank,System design concepts I need to review,medium,semantic,0.4,0.25,True,0.5,0.125,0.25,0.3601,131.16,idea,study,False,,Study - System Design,,"70,145,267,305,309,334,344,346","392,70,360,309,99,106,439,102",
70_tp_c6f60d,rerank,How do I design a scalable URL shortener?,hard,semantic,0.2,0.125,True,0.3333,0.0417,0.125,0.1696,156.42,question,question,True,,Questions,,"70,145,267,305,309,334,344,346","602,93,346,386,644,61,219,215",
83_tp_a140c7,rerank,Behavioral interview story preparation,medium,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,142.64,general,study,False,General,Study - Interview Prep,False,"83,85,113,114,116,131,134,135","468,294,360,344,263,288,70,100",
100_tp_b51d58,rerank,Resume writing tips and improvement notes,easy,lexical,0.6,0.5,True,1.0,0.5,0.5,0.7227,130.07,reference,reference,True,,Reference - Career,,"100,142,185,270,523,525","142,100,185,415,87,203,525,583",
100_tp_fcae97,rerank,How should I write my software engineer resume?,easy,semantic,0.8,0.6667,True,1.0,0.6667,0.6667,0.8688,138.0,question,question,True,,Questions,,"100,142,185,270,523,525","100,142,525,185,330,496,352,272",
78_tp_c601ae,rerank,Books I am reading or have read recently,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,160.04,general,reference,False,General,Reference - Books,False,"78,128,155,160,172,182,194,234","240,528,290,309,565,439,235,360",
78_tp_0f3259,rerank,Reading list and book notes,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,136.51,reference,reference,True,,Reference - Books,,"78,128,155,160,172,182,194,234","87,444,235,290,203,240,583,699",
304_tp_4994bc,rerank,Habit formation notes from Atomic Habits,easy,lexical,0.4,0.25,True,1.0,0.2083,0.25,0.5087,133.64,reference,study,False,,Study - Books,,"304,317,482,557,631,634,698,734","482,73,557,318,116,467,224,342",
304_tp_37657b,rerank,Summary of James Clear's key ideas on habits,medium,lexical_gap,0.2,0.125,True,1.0,0.125,0.125,0.3392,136.52,idea,study,False,,Study - Books,,"304,317,482,557,631,634,698,734","482,240,496,309,235,234,469,438",
71_tp_43e20b,rerank,Online courses and tutorials I am taking,easy,semantic,0.2,0.125,True,1.0,0.125,0.25,0.3392,130.34,study,study,True,,Study - Learning,,"71,145,231,266,357,394,417,471","471,663,763,863,963,1063,357,343",
133_tp_12eb56,rerank,Sleep improvement techniques and tips,medium,lexical,0.2,0.125,True,0.5,0.0625,0.25,0.214,144.67,general,reference,False,General,Reference - Health,False,"133,136,202,288,348,380,434,538","622,434,574,317,548,348,664,764",
133_tp_2c6b3e,rerank,How can I improve my sleep quality?,medium,semantic,0.2,0.125,True,1.0,0.125,0.375,0.3392,134.27,question,question,True,,Questions,,"133,136,202,288,348,380,434,538","434,622,574,548,317,133,348,664",
109_tp_f852f9,rerank,Nutrition and supplement tracking notes,easy,semantic,0.4,0.5,True,1.0,0.5,0.5,0.6367,133.65,reference,reference,True,,Reference - Health,,"109,133,226,286","286,133,322,285,216,393,87,444",
109_tp_f444c2,rerank,What supplements should I be taking?,medium,semantic,0.8,1.0,True,1.0,1.0,1.0,1.0,132.81,question,question,True,,Questions,,"109,133,226,286","133,286,226,109,84,322,83,631",
152_tp_3685ae,rerank,Mental health practices and coping strategies,medium,semantic,0.6,0.6,True,1.0,0.55,0.6,0.6992,152.54,general,reference,False,General,Reference - Health,False,"152,288,317,472,575","288,575,212,472,201,380,680,780",
152_tp_5aba2a,rerank,My notes on managing stress and anxiety,medium,semantic,0.4,0.4,True,1.0,0.4,0.4,0.5531,131.43,reference,reference,True,,Reference - Health,,"152,288,317,472,575","288,472,212,356,539,290,360,482",
117_tp_eab7a3,rerank,Plans for open source and public building,medium,semantic,0.6,0.375,True,0.5,0.2396,0.375,0.5296,148.68,general,idea,False,General,Ideas,False,"117,141,395,400,440,453,522,554","255,141,554,117,106,555,175,178",
117_tp_594cbf,rerank,Notes on growing my developer presence online,medium,lexical_gap,0.2,0.125,True,0.3333,0.0417,0.125,0.1696,129.93,reference,idea,False,,Ideas,,"117,141,395,400,440,453,522,554","255,330,141,155,555,85,106,439",
0_tp_07253f,rerank,Fortran programming and legacy code notes,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,149.05,reference,general,False,,General,,,"465,547,227,169,389,110,471,663",
0_tp_13e990,rerank,Ancient history and archaeology notes,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,128.92,reference,general,False,,General,,,"565,290,372,386,619,444,637,733",
0_tp_f9589c,rerank,Wine and cheese pairing recommendations,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,145.0,general,general,True,General,General,True,,"81,363,104,140,217,332,342,362",
0_tp_5abfd7,rerank,Piano lessons and music theory notes,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,129.01,reference,general,False,,General,,,"444,290,87,637,733,833,933,1033",
0_tp_4fb99e,rerank,Gardening and plant care notes,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,143.91,reference,general,False,,General,,,"583,699,799,899,999,1099,475,110",
1,bm25,What startup ideas do I have?,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,69.29,,idea,,,Ideas,,"85,86,87","85,525,617",
2,bm25,Show my AI research reading goals,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,8.97,,study,,,Study Tasks,,"65,64,66,67",,
3,bm25,How can I improve my health?,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.24,,todo,,,To Do,,"83,84",,
4,bm25,Show my finance reminders,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,4.69,,todo,,,To Do,,"77,82",,
5,bm25,Evaluation report work,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,5.18,,reference,,,Reference Notes,,"90,89",,
6,bm25,Markdown support,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,5.64,,reference,,,Reference Notes,,"72,73,74,75",,
7,bm25,Improve search latency,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,4.74,,reference,,,Reference Notes,,"93,89",,
8,bm25,Attachment upload feature,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,7.41,,reference,,,Reference Notes,,94,,
9,bm25,Flutter improvements,easy,,0.2,0.5,True,1.0,0.5,0.5,0.6131,3.28,,reference,,,Reference Notes,,"97,98",98,
10,bm25,Networking concepts,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,6.99,,study,,,Study Tasks,,"71,62",,
11,bm25,Object oriented programming revision,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,6.19,,study,,,Study Tasks,,"59,60",,
12,bm25,Interview preparation,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,4.24,,study,,,Study Tasks,,"70,99","352,468",
13,bm25,Portfolio website,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.55,,todo,,,To Do,,"100,97",,
14,bm25,Documentation tasks,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.8,,todo,,,To Do,,"96,95",,
15,bm25,Deploy KnowledgeVault,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,2.92,,todo,,,To Do,,91,"91,607,753,853,953,1053",
16,bm25,Update GitHub README,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.46,,todo,,,To Do,,96,,
17,bm25,Resume preparation,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,3.07,,todo,,,To Do,,100,100,
18,bm25,Weekend trip,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.28,,todo,,,To Do,,81,"128,324",
19,bm25,Bills to pay,medium,,0.2,0.5,True,1.0,0.5,0.5,0.6131,3.84,,todo,,,To Do,,"77,82","77,341,312,490",
20,bm25,Doctor appointment,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.75,,todo,,,To Do,,"78,79",231,
21,bm25,Shopping list,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.35,,todo,,,To Do,,76,,
22,bm25,Things I need to tell Sid,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,4.78,,communication,,,Things to Tell Sid,,"54,55,56,57",,
23,bm25,Next meeting with the design team,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.56,,meeting,,,Meetings,,"106,107",,
24,bm25,Project deadline for the alpha release,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.98,,project,,,Projects,,"89,91",,
25,bm25,Remind me to call mom,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.89,,todo,,,To Do,,"78,79",,
26,bm25,What is the theory of relativity?,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.38,,question,,,Questions,,"103,104,105",,
27,bm25,Ideas for my new blog post,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.09,,idea,,,Ideas,,"85,86,87,88",,
28,bm25,How to set up a kubernetes cluster,hard,,0.0,0.0,False,0.0,0.0,0.0,0.0,4.17,,study,,,Study Tasks,,62,,
29,bm25,Things to discuss with Sid at the next meeting,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.73,,communication,,,Things to Tell Sid,,"54,55,56,57",,
30,bm25,Study materials for machine learning,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.03,,study,,,Study Tasks,,"64,65,66,67",,
31,bm25,Meeting notes from Q3 planning,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.91,,meeting,,,Meetings,,"106,107",,
32,bm25,What are the project requirements for KnowledgeVault?,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.59,,reference,,,Reference Notes,,"89,90,91,92,93,94,95,96",,
33,bm25,Reminders for next week,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.04,,todo,,,To Do,,"76,77,78,79,80",,
34,bm25,Questions to ask during the interview,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.72,,question,,,Questions,,"70,99","352,154",
35,bm25,Brainstorming app names,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.67,,idea,,,Ideas,,"85,86,87,88",,
36,bm25,Redis and PostgreSQL reference notes,hard,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.87,,reference,,,Reference Notes,,"73,74,58",,
37,bm25,Message to send to Siddhant about backend,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.45,,communication,,,Things to Tell Sid,,"56,57,54",,
38,bm25,Study schedule for finals,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.5,,study,,,Study Tasks,,"58,59,60,61",,
39,bm25,Sprint planning meeting summary,easy,,0.2,0.5,True,1.0,0.5,0.5,0.6131,3.44,,meeting,,,Meetings,,"107,106",107,
40,bm25,Timeline for the beta launch,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.72,,todo,,,To Do,,"89,91",,
41,bm25,Don't forget to buy milk,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.39,,todo,,,To Do,,76,,
42,bm25,How does Redis eviction work?,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,4.2,,question,,,Questions,,"103,73,61",103,
43,bm25,Ideas for improving KnowledgeVault,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.42,,idea,,,Ideas,,"86,87,88,89,90",,
44,bm25,Docker commands cheat sheet,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.92,,reference,,,Reference Notes,,"72,75",,
45,bm25,Tell Sid about the hackathon,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.76,,communication,,,Things to Tell Sid,,"55,54",,
46,bm25,System design interview study,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.57,,study,,,Study Tasks,,"70,99,59,60",,
47,bm25,Weekly sync notes,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.92,,meeting,,,Meetings,,"106,107",,
48,bm25,Budget and monthly expenses,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,2.78,,todo,,,To Do,,"82,77",,
49,bm25,Health checkup and appointments,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.12,,todo,,,To Do,,"78,79,80",,
50,bm25,What are PostgreSQL index types?,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,3.19,,question,,,Questions,,"104,74,58",,
108_tp_62f888,bm25,What are useful Python tips and tricks I've learned?,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.41,,study,,,Study - Python,,"108,174,177,206,232,239,272,283",,
108_tp_89ce75,bm25,Show my Python programming notes,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,2.55,,study,,,Study - Python,,"108,174,177,206,232,239,272,283",,
170_tp_39fb15,bm25,How does Python async programming work?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.74,,study,,,Study - Python,,"170,283,304,359,364,372,471,661,662,663",,
130_tp_e144a1,bm25,What git commands and workflows have I noted?,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.65,,reference,,,Reference - Git,,"130,135,144,169,229,272,317,328,366,395",,
130_tp_832398,bm25,Git tips and tricks,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,2.82,,reference,,,Reference - Git,,"130,135,144,169,229,272,317,328,366,395",,
65_tp_3e802c,bm25,What do I know about RAG systems?,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.96,,study,,,Study - AI,,"65,114,186,197,219,222,267,296,310,376",,
65_tp_034576,bm25,Retrieval augmented generation notes,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,3.54,,study,,,Study - AI,,"65,114,186,197,219,222,267,296,310,376",,
168_tp_f44ea2,bm25,Notes about embeddings and vector search,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,6.5,,study,,,Study - AI,,"168,183,228,289,298,323,376,486,487,523",,
60_tp_438fb0,bm25,Large language model notes and findings,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.94,,study,,,Study - AI,,"60,119,122,136,143,186,251,268,313,329",,
67_tp_248b82,bm25,Notes about reranking in search systems,hard,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.39,,study,,,Study - AI,,"67,119,123,176,386,648,676,776,876,976",,
90_tp_bed875,bm25,RAG and retrieval evaluation metrics,hard,multi_hop,0.2,0.1429,True,1.0,0.1429,0.1429,0.3392,2.55,,study,,,Study - AI,,"90,119,310,402,485,487,595",485,
90_tp_c1f487,bm25,How do I measure retrieval quality?,hard,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,3.24,,study,,,Study - AI,,"90,119,210,310,402,485,487,595",,
130_tp_d166fd,bm25,Prompting techniques and tips,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.85,,study,,,Study - AI,,"130,191,264,268,406,436,446,456,467,493",,
103_tp_bee00a,bm25,Caching strategies and implementations,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.86,,study,,,Study - System Design,,"103,124,146,237,269,275,284,295,318,336",,
71_tp_b1348d,bm25,Message queue and event streaming notes,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.55,,study,,,Study - System Design,,"71,102,144,174,200,218,238,269,297,304",,
70_tp_c5e045,bm25,System design interview prep notes,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.3,,study,,,Study - System Design,,"70,145,255,267,305,309,334,344,346,360",,
58_tp_257a95,bm25,PostgreSQL database notes,medium,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,2.71,,study,,,Study - PostgreSQL,,"58,66,74,104,139,144,168,175,215,267",,
61_tp_89afdd,bm25,Redis usage and patterns,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,2.95,,study,,,Study - Redis,,"61,73,92,103,124,146,157,174,237,246",,
72_tp_c8e7e1,bm25,Docker and containerization notes,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,2.92,,study,,,Study - Docker,,"72,75,91,105,118,138,188,192,242,295",,
72_tp_808bd0,bm25,What Docker tips have I collected?,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.86,,reference,,,Reference - Docker,,"72,75,91,105,118,138,188,192,242,295",,
68_tp_d59df1,bm25,FastAPI development notes,medium,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,2.58,,study,,,Study - FastAPI,,"68,132,145,165,167,266,272,313,350,365",,
57_tp_c30342,bm25,KnowledgeVault project notes,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,3.15,,reference,,,Reference - KnowledgeVault,,"57,88,89,90,91,94,95,96,97,107",,
57_tp_5bc303,bm25,What decisions have I made for the KnowledgeVault project?,medium,multi_hop,0.0,0.0,False,0.0,0.0,0.0,0.0,4.28,,reference,,,Reference - KnowledgeVault,,"88,89,90,91,95,96,97",,
56_tp_7b886e,bm25,What meetings have I had?,easy,semantic,0.8,0.4,True,1.0,0.4,0.4,0.8688,3.86,,event,,,Meetings,,"56,106,107,149,170,233,251,283,304,359","56,106,107,233,371,372,438,448,527,568",
233_tp_b305bf,bm25,What are my pending tasks and deadlines?,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,3.6,,todo,,,Tasks,,233,,
78_tp_db66ee,bm25,What health appointments do I have?,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,3.49,,reminder,,,Appointments,,"78,79,109,157,201,210,212,226,231,355",,
77_tp_c2ce55,bm25,What payments and bills do I need to make?,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,3.55,,todo,,,Bills,,"77,120,126,128,131,137,140,144,160,162",,
76_tp_d5a3f9,bm25,What is on my shopping list?,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,3.09,,todo,,,Shopping,,"76,322",,
55_tp_1c812c,bm25,Show all my reminders,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.92,,reminder,,,Reminders,,"55,152,212,312,542,557",,
82_tp_feed7d,bm25,My budget and expense tracking notes,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.86,,todo,,,Finance,,"82,153,202,210,216,254,281,291,331,345",,
81_tp_4afce2,bm25,My travel plans and notes,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,3.29,,todo,,,Travel,,"81,115,126,128,130,171,175,176,178,186",,
173_tp_d9566a,bm25,Fitness and workout notes,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,3.86,,todo,,,Health,,"173,185,202,232,246,291,317,380,392,433",,
85_tp_6a3292,bm25,My startup ideas and business notes,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,3.67,,idea,,,Ideas - Startups,,"85,86,117,120,125,128,131,134,143,157",,
85_tp_aeedec,bm25,What business ideas have I documented?,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,2.88,,idea,,,Ideas,,"85,86,117,120,125,128,131,134,143,157",,
54_tp_6e7d12,bm25,Things I need to tell Sid,easy,lexical,0.0,0.0,False,0.0,0.0,0.0,0.0,2.46,,communication,,,Things to Tell Sid,,"54,55,56,57,117,187,203,220,225,247",,
54_tp_68cb9e,bm25,Things to discuss with Sid at the next meeting,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,3.37,,communication,,,Things to Tell Sid,,"54,55,56,57,117,187,203,220,225,247",,
54_tp_a4d45e,bm25,Message to send to Siddhant about backend,medium,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,2.95,,communication,,,Things to Tell Sid,,"54,55,56,57,117,187,203,220,225,247",,
518_tp_583ff7,bm25,Reciprocal Rank Fusion,medium,exact_phrase,1.0,1.0,True,1.0,1.0,1.0,1.0,3.72,,study,,,Study - AI,,"518,718,818,918,1018","518,718,818,918,1018",
1024_tp_8759f9,bm25,Redis vs Kafka — when to use each,hard,comparison,0.0,0.0,False,0.0,0.0,0.0,0.0,6.66,,study,,,Study - System Design,,"1024,771,773,520",,
108_tp_d16fba,bm25,Resources for learning backend development,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,3.66,,study,,,Study - Backend,,"132,68,165,108,206,174,177,145",,
0_tp_6cd1aa,bm25,Notes about Fortran programming,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,3.63,,general,,,General,,,,
0_tp_b73b18,bm25,My notes on ancient Roman history,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,3.0,,general,,,General,,,,
0_tp_fe75c4,bm25,Cooking recipes I've saved,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,2.97,,general,,,General,,,,
1028_tp_65ec5f,bm25,KnowledgeVault RAG pipeline decisions and findings,hard,multi_hop,0.0,0.0,False,0.0,0.0,0.0,0.0,3.84,,reference,,,Reference - KnowledgeVault,,"1030,1032,533",,
1028_tp_2e0731,bm25,What benchmark results have I recorded for KnowledgeVault retrieval?,hard,multi_hop,0.0,0.0,False,0.0,0.0,0.0,0.0,4.0,,reference,,,Reference - KnowledgeVault,,"1032,523,402",,
77_tp_d33a9c,bm25,What have I been working on this month?,hard,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,4.92,,general,,,General,,149,293,
77_tp_c2c25c,bm25,Recent notes and activities,hard,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,4.79,,general,,,General,,"149,286",,
1026_tp_74f5bc,bm25,My study notes on AI and machine learning,easy,synthesis,0.0,0.0,False,0.0,0.0,0.0,0.0,3.44,,study,,,Study - AI,,"1026,774,1030,510,523,268,267,782",,
54_tp_636e21,bm25,Messages I need to send Siddhant,easy,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,3.67,,communication,,,Things to Tell Sid,,"54,55,56,57,117,187,203,220",,
54_tp_d0b55d,bm25,Pending conversations with Sid,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,3.11,,communication,,,Things to Tell Sid,,"54,55,56,57,117,187,203,220",,
54_tp_e69fe7,bm25,Notes about Sid and our project discussions,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,3.24,,communication,,,Things to Tell Sid,,"54,55,56,57,117,187,203,220",,
